Dept_Code,Department_Name,SubDept_Code,SubDepartment_Name,Prog_Code,Program_Name,Program_Priority,Source_Fund_Code,Source_Fund_Name,Account_Code,Account_Name,Appropriation,Fiscal_Year,Expense_Type
43,Housing and Community Investment ,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,561,Home Investment Partnership Program Fund (Sch. 9),6010,Office and Administrative ,5000,2014,Expenses
43,Housing and Community Investment ,43LVL5,Housing and Community Investment,4307,Code and Rent Compliance,A Livable and Sustainable City,41M,Systematic Code Enforcement Fee Fund (Sch. 42),2120,Printing and Binding,5200,2014,Expenses
43,Housing and Community Investment ,43LVL5,Housing and Community Investment,4311,Monitoring and Technical Services,A Livable and Sustainable City,424,Community Development Trust Fund (Sch. 8),2120,Printing and Binding,5322,2014,Expenses
43,Housing and Community Investment ,43LVL5,Housing and Community Investment,4350,General Administration and Support,A Well Run City,50T,Neighborhood Stabilization Program Fund (Sch. 29),1010,Salaries General,5416,2014,Salaries
43,Housing and Community Investment ,43LVL5,Housing and Community Investment,4309,Administrative Services,A Well Run City,561,Home Investment Partnership Program Fund (Sch. 9),6010,Office and Administrative ,5500,2014,Expenses
43,Housing and Community Investment ,43LVL5,Housing and Community Investment,4307,Code and Rent Compliance,A Livable and Sustainable City,440,Rent Stabilization Trust Fund (Sch. 23),1090,Overtime General,6000,2014,Salaries
43,Housing and Community Investment ,43LVL5,Housing and Community Investment,4308,Executive Management,A Well Run City,424,Community Development Trust Fund (Sch. 8),6010,Office and Administrative ,6000,2014,Expenses
43,Housing and Community Investment ,43LVL5,Housing and Community Investment,4306,Multi-family Residential Code Enforcement,A Livable and Sustainable City,561,Home Investment Partnership Program Fund (Sch. 9),3310,Transportation,6000,2014,Expenses
43,Housing and Community Investment ,43LVL5,Housing and Community Investment,4301,Finance and Development,A Livable and Sustainable City,424,Community Development Trust Fund (Sch. 8),1090,Overtime General,6500,2014,Salaries
43,Housing and Community Investment ,43LVL5,Housing and Community Investment,4309,Administrative Services,A Well Run City,440,Rent Stabilization Trust Fund (Sch. 23),2120,Printing and Binding,7000,2014,Expenses
43,Housing and Community Investment ,43LVL5,Housing and Community Investment,4309,Administrative Services,A Well Run City,41M,Systematic Code Enforcement Fee Fund (Sch. 42),1070,"Salaries, As-Needed",7000,2014,Salaries
43,Housing and Community Investment ,43LVL5,Housing and Community Investment,4301,Finance and Development,A Livable and Sustainable City,424,Community Development Trust Fund (Sch. 8),6010,Office and Administrative ,7000,2014,Expenses
43,Housing and Community Investment ,43LVL5,Housing and Community Investment,4311,Monitoring and Technical Services,A Livable and Sustainable City,428,Community Service Block Grant Trust Fund (Sch. 13),1070,"Salaries, As-Needed",7500,2014,Salaries
43,Housing and Community Investment ,43LVL5,Housing and Community Investment,4305,Rent Stabilization,A Livable and Sustainable City,41M,Systematic Code Enforcement Fee Fund (Sch. 42),2120,Printing and Binding,7500,2014,Expenses
43,Housing and Community Investment ,43LVL5,Housing and Community Investment,4305,Rent Stabilization,A Livable and Sustainable City,440,Rent Stabilization Trust Fund (Sch. 23),3310,Transportation,7500,2014,Expenses
43,Housing and Community Investment ,43LVL5,Housing and Community Investment,4309,Administrative Services,A Well Run City,561,Home Investment Partnership Program Fund (Sch. 9),3040,Contractual Services,8000,2014,Expenses
43,Housing and Community Investment ,43LVL5,Housing and Community Investment,4301,Finance and Development,A Livable and Sustainable City,561,Home Investment Partnership Program Fund (Sch. 9),3310,Transportation,8000,2014,Expenses
43,Housing and Community Investment ,43LVL5,Housing and Community Investment,4350,General Administration and Support,A Well Run City,440,Rent Stabilization Trust Fund (Sch. 23),1090,Overtime General,8000,2014,Salaries
43,Housing and Community Investment ,43LVL5,Housing and Community Investment,4311,Monitoring and Technical Services,A Livable and Sustainable City,100,General Fund,6010,Office and Administrative ,9000,2014,Expenses
43,Housing and Community Investment ,43LVL5,Housing and Community Investment,4311,Monitoring and Technical Services,A Livable and Sustainable City,100,General Fund,3340,Water and Electricity,9000,2014,Expenses
43,Housing and Community Investment ,43LVL5,Housing and Community Investment,4308,Executive Management,A Well Run City,50T,Neighborhood Stabilization Program Fund (Sch. 29),1010,Salaries General,9059,2014,Salaries
43,Housing and Community Investment ,43LVL5,Housing and Community Investment,4301,Finance and Development,A Livable and Sustainable City,54D,State HCD - DRI Program Fund (Sch. 29),1010,Salaries General,9290,2014,Salaries
43,Housing and Community Investment ,43LVL5,Housing and Community Investment,4309,Administrative Services,A Well Run City,424,Community Development Trust Fund (Sch. 8),2120,Printing and Binding,10000,2014,Expenses
43,Housing and Community Investment ,43LVL5,Housing and Community Investment,4305,Rent Stabilization,A Livable and Sustainable City,440,Rent Stabilization Trust Fund (Sch. 23),1070,"Salaries, As-Needed",11000,2014,Salaries
43,Housing and Community Investment ,43LVL5,Housing and Community Investment,4306,Multi-family Residential Code Enforcement,A Livable and Sustainable City,41M,Systematic Code Enforcement Fee Fund (Sch. 42),2120,Printing and Binding,11973,2014,Expenses
43,Housing and Community Investment ,43LVL5,Housing and Community Investment,4308,Executive Management,A Well Run City,424,Community Development Trust Fund (Sch. 8),1070,"Salaries, As-Needed",12000,2014,Salaries
43,Housing and Community Investment ,43LVL5,Housing and Community Investment,4304,Strategic Planning and Policy Development,A Livable and Sustainable City,424,Community Development Trust Fund (Sch. 8),1070,"Salaries, As-Needed",12000,2014,Salaries
43,Housing and Community Investment ,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,424,Community Development Trust Fund (Sch. 8),1070,"Salaries, As-Needed",12000,2014,Salaries
43,Housing and Community Investment ,43LVL5,Housing and Community Investment,4311,Monitoring and Technical Services,A Livable and Sustainable City,100,General Fund,3040,Contractual Services,13000,2014,Expenses
43,Housing and Community Investment ,43LVL5,Housing and Community Investment,4311,Monitoring and Technical Services,A Livable and Sustainable City,424,Community Development Trust Fund (Sch. 8),3310,Transportation,14000,2014,Expenses
43,Housing and Community Investment ,43LVL5,Housing and Community Investment,4308,Executive Management,A Well Run City,440,Rent Stabilization Trust Fund (Sch. 23),1070,"Salaries, As-Needed",15000,2014,Salaries
43,Housing and Community Investment ,43LVL5,Housing and Community Investment,4306,Multi-family Residential Code Enforcement,A Livable and Sustainable City,41M,Systematic Code Enforcement Fee Fund (Sch. 42),3340,Water and Electricity,16182,2014,Expenses
43,Housing and Community Investment ,43LVL5,Housing and Community Investment,4309,Administrative Services,A Well Run City,41M,Systematic Code Enforcement Fee Fund (Sch. 42),2120,Printing and Binding,18000,2014,Expenses
43,Housing and Community Investment ,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,440,Rent Stabilization Trust Fund (Sch. 23),6010,Office and Administrative ,18000,2014,Expenses
,Housing and Community Investment ,S06,Affordable Housing Trust Fund,4360,Affordable Housing Trust Fund,A Livable and Sustainable City,44G,Affordable Housing Trust Fund (Sch. 6),43_215,Department of Water and Power,20000,2014,Other
43,Housing and Community Investment ,43LVL5,Housing and Community Investment,4309,Administrative Services,A Well Run City,440,Rent Stabilization Trust Fund (Sch. 23),6010,Office and Administrative ,20000,2014,Expenses
43,Housing and Community Investment ,43LVL5,Housing and Community Investment,4309,Administrative Services,A Well Run City,41M,Systematic Code Enforcement Fee Fund (Sch. 42),3340,Water and Electricity,20000,2014,Expenses
43,Housing and Community Investment ,43LVL5,Housing and Community Investment,4302,Affordable Housing Asset Management,A Livable and Sustainable City,424,Community Development Trust Fund (Sch. 8),6010,Office and Administrative ,20000,2014,Expenses
43,Housing and Community Investment ,43LVL5,Housing and Community Investment,4311,Monitoring and Technical Services,A Livable and Sustainable City,428,Community Service Block Grant Trust Fund (Sch. 13),6010,Office and Administrative ,20000,2014,Expenses
43,Housing and Community Investment ,43LVL5,Housing and Community Investment,4302,Affordable Housing Asset Management,A Livable and Sustainable City,424,Community Development Trust Fund (Sch. 8),3310,Transportation,20500,2014,Expenses
43,Housing and Community Investment ,43LVL5,Housing and Community Investment,4311,Monitoring and Technical Services,A Livable and Sustainable City,47X,HUD Connections Grant Fund (Sch. 29),1010,Salaries General,20794,2014,Salaries
43,Housing and Community Investment ,43LVL5,Housing and Community Investment,4306,Multi-family Residential Code Enforcement,A Livable and Sustainable City,440,Rent Stabilization Trust Fund (Sch. 23),1010,Salaries General,21000,2014,Salaries
43,Housing and Community Investment ,43LVL5,Housing and Community Investment,4305,Rent Stabilization,A Livable and Sustainable City,440,Rent Stabilization Trust Fund (Sch. 23),2120,Printing and Binding,22000,2014,Expenses
43,Housing and Community Investment ,43LVL5,Housing and Community Investment,4301,Finance and Development,A Livable and Sustainable City,54H,FY10 RCPGP Grant Fund (Sch. 29),1010,Salaries General,22781,2014,Salaries
43,Housing and Community Investment ,43LVL5,Housing and Community Investment,4308,Executive Management,A Well Run City,41M,Systematic Code Enforcement Fee Fund (Sch. 42),1070,"Salaries, As-Needed",24000,2014,Salaries
43,Housing and Community Investment ,43LVL5,Housing and Community Investment,4308,Executive Management,A Well Run City,41M,Systematic Code Enforcement Fee Fund (Sch. 42),6010,Office and Administrative ,25000,2014,Expenses
43,Housing and Community Investment ,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,424,Community Development Trust Fund (Sch. 8),6010,Office and Administrative ,25000,2014,Expenses
43,Housing and Community Investment ,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,41M,Systematic Code Enforcement Fee Fund (Sch. 42),1070,"Salaries, As-Needed",26000,2014,Salaries
43,Housing and Community Investment ,43LVL5,Housing and Community Investment,4306,Multi-family Residential Code Enforcement,A Livable and Sustainable City,41M,Systematic Code Enforcement Fee Fund (Sch. 42),2130,Travel,28353,2014,Expenses
43,Housing and Community Investment ,43LVL5,Housing and Community Investment,4309,Administrative Services,A Well Run City,440,Rent Stabilization Trust Fund (Sch. 23),3040,Contractual Services,30000,2014,Expenses
43,Housing and Community Investment ,43LVL5,Housing and Community Investment,4309,Administrative Services,A Well Run City,424,Community Development Trust Fund (Sch. 8),6010,Office and Administrative ,30000,2014,Expenses
43,Housing and Community Investment ,43LVL5,Housing and Community Investment,4349,Technology Support,A Well Run City,561,Home Investment Partnership Program Fund (Sch. 9),1010,Salaries General,30000,2014,Salaries
43,Housing and Community Investment ,43LVL5,Housing and Community Investment,4301,Finance and Development,A Livable and Sustainable City,55H,Regional Catastrophic Preparedness Grant FY11 (Sch. 29),1010,Salaries General,31000,2014,Salaries
43,Housing and Community Investment ,43LVL5,Housing and Community Investment,4307,Code and Rent Compliance,A Livable and Sustainable City,440,Rent Stabilization Trust Fund (Sch. 23),3040,Contractual Services,35000,2014,Expenses
43,Housing and Community Investment ,43LVL5,Housing and Community Investment,4307,Code and Rent Compliance,A Livable and Sustainable City,41M,Systematic Code Enforcement Fee Fund (Sch. 42),3040,Contractual Services,35000,2014,Expenses
43,Housing and Community Investment ,43LVL5,Housing and Community Investment,4350,General Administration and Support,A Well Run City,53Q,LEAD Grant Nine (Sch. 29),1010,Salaries General,36271,2014,Salaries
